Paragraph_ID|Filename|Paragraph|cleaned_paragraph|cluster_id|classified_class|pair_index|similarity|nli_score|pair_Paragraph_ID|pair_Filename|pair_Paragraph
EBA GL 2020 06 Final Report on GL on loan origination and monitoring.di.json_p80_i8|EBA GL 2020 06 Final Report on GL on loan origination and monitoring.di.json|Financial institutions are expected to benefit from the adoption of ESG factors in their loan origination practices, as including and monitoring environmental factors will help them to streamline the processes developed and to ensure that environmental and social due diligence is incorporated into credit decisions. This will help to take those risks adequately into account and thereby avoid or mitigate financial losses, reputational risk, and social and environmental harm.|financial institution expected benefit adoption esg factor loan origination practice including monitoring environmental factor help streamline process developed ensure environmental social due diligence incorporated credit decision help take risk adequately account thereby avoid mitigate financial loss reputational risk social environmental harm|16|Risk_ReputationImpact|32|0.9428715705871582|0.6685110926628113|Final report on joint EBA and ESMA GL on the assessment of suitability.di.json_p90_i12|Final report on joint EBA and ESMA GL on the assessment of suitability.di.json|Several respondents suggest deleting 'allegation' that would make institutions vulnerable to false allegations by third parties and thus effectively increase reputational risk. They also evidence that allegations cannot be considered as sufficient in order to assess a member of the management body being in contravention on the basic principle of 'innocent until proven guilty'.
EBA GL 2020 06 Final Report on GL on loan origination and monitoring.di.json_p80_i8|EBA GL 2020 06 Final Report on GL on loan origination and monitoring.di.json|Financial institutions are expected to benefit from the adoption of ESG factors in their loan origination practices, as including and monitoring environmental factors will help them to streamline the processes developed and to ensure that environmental and social due diligence is incorporated into credit decisions. This will help to take those risks adequately into account and thereby avoid or mitigate financial losses, reputational risk, and social and environmental harm.|financial institution expected benefit adoption esg factor loan origination practice including monitoring environmental factor help streamline process developed ensure environmental social due diligence incorporated credit decision help take risk adequately account thereby avoid mitigate financial loss reputational risk social environmental harm|16|Risk_ReputationImpact|62|0.9399388432502747|0.5511911511421204|L_2017169EN.01000801_1.json_p1_i9|L_2017169EN.01000801_1.json|Asset managers, backed by sponsors, can decide to provide discretionary support to maintain the liquidity and the stability of their MMFs. Sponsors are often forced to support their sponsored MMFs that are losing value due to reputational risk and fear that panic could spread into sponsors' other businesses. Depending on the size of the MMF and the extent of the redemption pressure, sponsor support could reach proportions that exceed their readily available reserves. Therefore, an MMF should not receive external support.
Final Guidelines on connected clients (EBA-GL-2017-15).di.json_p11_i4|Final Guidelines on connected clients (EBA-GL-2017-15).di.json|Although these guidelines apply to exposures to shadow banking entities10 in the same way that they apply to exposures to other clients, the institution should pay particular attention when assessing connections among shadow banking entities. The EBA 'Guidelines on limits on exposures to shadow banking entities' define prudential expectations regarding groups of shadow banking entities. In this context, institutions should give due consideration to the fact that elements of control among these shadow banking entities will most likely consist not of equity ties but rather of a different type of relationship, i.e. situations of de facto control or relationships characterised by contractual obligations, implicit support or potential reputational risk (e.g. sponsorship or even branding). 11|guideline apply exposure shadow banking way apply exposure client institution pay particular attention assessing connection among shadow banking entity eba guideline limit exposure shadow banking entity define prudential expectation regarding group shadow banking entity context institution give due consideration fact element control among shadow banking entity likely consist equity tie rather different type relationship ie situation de facto control relationship characterised contractual obligation implicit support potential reputational risk eg sponsorship even branding|19|Risk_ReputationImpact|44|0.9512574672698975|0.62056565284729|L_2006085EN.01000101_1.json_p1_i148|L_2006085EN.01000101_1.json|In order to verify whether the actual price difference between the two operators reflects market conditions a correction factor was therefore applied to attempt to neutralise TV2's stronger position on the market. This weighting factor was derived from calculations by media agencies and reflects the different coverage in the target group attainable by purchasing 100 TRP 21-50 from TvDanmark and TV2. TvDanmark is on average slightly below 70 % of TV2's reach (in purchasing 100 TRP 21-50). If this factor is applied the prices are nearer to converging, while TV2's price remains slightly higher than that of TvDanmark. The difference in price thus seems to reflect market conditions. However, this result has to be treated with caution since the weighting factor cannot possibly adjust all the differences between the stations.
Final Guidelines on connected clients (EBA-GL-2017-15).di.json_p11_i9|Final Guidelines on connected clients (EBA-GL-2017-15).di.json|11 In March 2017, the Basel Committee published a second consultative document on identification and measurement of step-in risk, which proposes a conceptual framework that could form the basis of an approach for identifying, assessing and addressing step-in risk potentially embedded in banks' relationships with shadow banking entities in particular. It focuses on the identification of unconsolidated entities to which a bank may nevertheless provide financial support, in order to protect itself from any adverse reputational risk stemming from its connection to these entities.|march basel committee published second consultative document identification measurement stepin risk proposes conceptual framework could form basis approach identifying assessing addressing stepin risk potentially embedded bank relationship shadow banking entity particular focus identification unconsolidated entity bank may nevertheless provide financial support order protect adverse reputational risk stemming connection entity|16|Risk_ReputationImpact|20|0.9471280574798584|0.4879010021686554|Final Report on Guidelines on common procedures and methodologies for SREP and supervisory stress testing.di.json_p117_i2|Final Report on Guidelines on common procedures and methodologies for SREP and supervisory stress testing.di.json|c. media campaigns and consumer-association initiatives that contribute to a deterioration in the public perception and reputation of the institution;
Final Guidelines on connected clients (EBA-GL-2017-15).di.json_p11_i9|Final Guidelines on connected clients (EBA-GL-2017-15).di.json|11 In March 2017, the Basel Committee published a second consultative document on identification and measurement of step-in risk, which proposes a conceptual framework that could form the basis of an approach for identifying, assessing and addressing step-in risk potentially embedded in banks' relationships with shadow banking entities in particular. It focuses on the identification of unconsolidated entities to which a bank may nevertheless provide financial support, in order to protect itself from any adverse reputational risk stemming from its connection to these entities.|march basel committee published second consultative document identification measurement stepin risk proposes conceptual framework could form basis approach identifying assessing addressing stepin risk potentially embedded bank relationship shadow banking entity particular focus identification unconsolidated entity bank may nevertheless provide financial support order protect adverse reputational risk stemming connection entity|16|Risk_ReputationImpact|34|0.9636601209640503|0.49207526445388794|Guidelines on institutions stress testing (EBA-GL-2018-04).di.json_p42_i7|Guidelines on institutions stress testing (EBA-GL-2018-04).di.json|e) the internalisation of risks related to specific activities, as in the case of prime brokerage where symmetry, to a certain extent, might be required between the lending side and the borrowing side of securities, i.e. customer long positions are funded using the proceeds from customer short trades. Such symmetry is subject to counterparties' behaviour and is therefore sensitive to reputational risk. In the event of such risk, it may trigger the unwinding of trades that would unexpectedly leave the institution with securities on its balance sheet, along with the need to fund them;
Final Guidelines on connected clients (EBA-GL-2017-15).di.json_p11_i9|Final Guidelines on connected clients (EBA-GL-2017-15).di.json|11 In March 2017, the Basel Committee published a second consultative document on identification and measurement of step-in risk, which proposes a conceptual framework that could form the basis of an approach for identifying, assessing and addressing step-in risk potentially embedded in banks' relationships with shadow banking entities in particular. It focuses on the identification of unconsolidated entities to which a bank may nevertheless provide financial support, in order to protect itself from any adverse reputational risk stemming from its connection to these entities.|march basel committee published second consultative document identification measurement stepin risk proposes conceptual framework could form basis approach identifying assessing addressing stepin risk potentially embedded bank relationship shadow banking entity particular focus identification unconsolidated entity bank may nevertheless provide financial support order protect adverse reputational risk stemming connection entity|16|Risk_ReputationImpact|40|0.9502905607223511|0.5070753693580627|L_2005074EN.01004901_1.json_p1_i50|L_2005074EN.01004901_1.json|France also states that Ofimer’s monthly summaries indicate that the quantities landed over the first six months were stable in relation to the same period in 1999, although there were downturns, sometimes large-scale, over short periods which appear to correspond to the periods of greatest media coverage. However, during this period withdrawals increased by 28 % as against 1999, particularly during the first three months of the year (January: + 92 %, February: + 66 %, March: + 35 %). For some species the level of withdrawals was extremely high (Norway lobsters: + 175 %, monkfish: + 161 %, spider crab: × 5), which is evidence of the psychological impact of the oil pollution on consumer behaviour.
Final Guidelines on connected clients (EBA-GL-2017-15).di.json_p11_i9|Final Guidelines on connected clients (EBA-GL-2017-15).di.json|11 In March 2017, the Basel Committee published a second consultative document on identification and measurement of step-in risk, which proposes a conceptual framework that could form the basis of an approach for identifying, assessing and addressing step-in risk potentially embedded in banks' relationships with shadow banking entities in particular. It focuses on the identification of unconsolidated entities to which a bank may nevertheless provide financial support, in order to protect itself from any adverse reputational risk stemming from its connection to these entities.|march basel committee published second consultative document identification measurement stepin risk proposes conceptual framework could form basis approach identifying assessing addressing stepin risk potentially embedded bank relationship shadow banking entity particular focus identification unconsolidated entity bank may nevertheless provide financial support order protect adverse reputational risk stemming connection entity|16|Risk_ReputationImpact|44|0.94858318567276|0.532200813293457|L_2006085EN.01000101_1.json_p1_i148|L_2006085EN.01000101_1.json|In order to verify whether the actual price difference between the two operators reflects market conditions a correction factor was therefore applied to attempt to neutralise TV2's stronger position on the market. This weighting factor was derived from calculations by media agencies and reflects the different coverage in the target group attainable by purchasing 100 TRP 21-50 from TvDanmark and TV2. TvDanmark is on average slightly below 70 % of TV2's reach (in purchasing 100 TRP 21-50). If this factor is applied the prices are nearer to converging, while TV2's price remains slightly higher than that of TvDanmark. The difference in price thus seems to reflect market conditions. However, this result has to be treated with caution since the weighting factor cannot possibly adjust all the differences between the stations.
Final Guidelines on connected clients (EBA-GL-2017-15).di.json_p11_i9|Final Guidelines on connected clients (EBA-GL-2017-15).di.json|11 In March 2017, the Basel Committee published a second consultative document on identification and measurement of step-in risk, which proposes a conceptual framework that could form the basis of an approach for identifying, assessing and addressing step-in risk potentially embedded in banks' relationships with shadow banking entities in particular. It focuses on the identification of unconsolidated entities to which a bank may nevertheless provide financial support, in order to protect itself from any adverse reputational risk stemming from its connection to these entities.|march basel committee published second consultative document identification measurement stepin risk proposes conceptual framework could form basis approach identifying assessing addressing stepin risk potentially embedded bank relationship shadow banking entity particular focus identification unconsolidated entity bank may nevertheless provide financial support order protect adverse reputational risk stemming connection entity|16|Risk_ReputationImpact|48|0.9487466216087341|0.6134470701217651|L_2012150EN.01007801_1.json_p1_i55|L_2012150EN.01007801_1.json|The Commission considers that the price of SEK 17 million paid by FABV to Chips AB at the time of its purchase of the Facility does not constitute compelling evidence of the market value. The Commission has already explained in the opening decision that Chips AB accepted a price lower than the estimated market value of the Facility because it wanted to avoid damage to its corporate reputation deriving from the closure of the Facility and the job losses that would have followed, It also wished to avail itself of the opportunity of a quick sale to close the book on its Topp operations. A private market operator not having these constraints (which are specific to Chips AB) would have requested a higher price. For those reasons, the Commission does not deem it necessary to reply to the argument of Hammar (summarised in recital 27 of the present Decision), which moreover concerns a point which is not part of the formal investigation.
Final Guidelines on Internal Governance (EBA-GL-2017-11).di.json_p32_i7|Final Guidelines on Internal Governance (EBA-GL-2017-11).di.json|a. the institution has in place adequate policies and procedures and documented processes (e.g. applicable limits, information requirements) for the consideration, compliance, approval and risk management of such activities, taking into account the consequences for the group's organisational and operational structure, its risk profile and its reputational risk;|institution place adequate policy procedure documented process eg applicable limit information requirement consideration compliance approval risk management activity taking account consequence group organisational operational structure risk profile reputational risk|16|Risk_ReputationImpact|30|0.9976392388343811|0.4247533679008484|Final report on Guidelines on internal governance under CRD.di.json_p34_i6|Final report on Guidelines on internal governance under CRD.di.json|a. the institution has in place adequate policies and procedures and documented processes (e.g. applicable limits, information flows) for the consideration, compliance, approval and risk management of such activities, taking into account the consequences for the group's organisational and operational structure, its risk profile and its reputational risk;
Final Report on Guidelines on common procedures and methodologies for SREP and supervisory stress testing.di.json_p74_i13|Final Report on Guidelines on common procedures and methodologies for SREP and supervisory stress testing.di.json|Competent authorities should also assess other risks that are identified as material to a specific institution but are not listed above (e.g. pension risk, reputational risk, strategic and business risk, step-in risk, intra- and inter-risk concentration). The following may assist with the identification process:|competent authority also assess risk identified material specific institution listed eg pension risk reputational risk strategic business risk stepin risk intra interrisk concentration following may assist identification process|16|Risk_ReputationImpact|62|0.9301333427429199|0.509895384311676|L_2017169EN.01000801_1.json_p1_i9|L_2017169EN.01000801_1.json|Asset managers, backed by sponsors, can decide to provide discretionary support to maintain the liquidity and the stability of their MMFs. Sponsors are often forced to support their sponsored MMFs that are losing value due to reputational risk and fear that panic could spread into sponsors' other businesses. Depending on the size of the MMF and the extent of the redemption pressure, sponsor support could reach proportions that exceed their readily available reserves. Therefore, an MMF should not receive external support.
Final Report on Guidelines on common procedures and methodologies for SREP and supervisory stress testing.di.json_p116_i9|Final Report on Guidelines on common procedures and methodologies for SREP and supervisory stress testing.di.json|5. Competent authorities should consider both internal and external factors or events that might give rise to reputational concerns in respect of the institution considering those of the factors listed in points a to i which are relevant to the institution. For Category-1 and Categpry- 2 institutions, competent authorities should consider all of the following indicators in their assessment of the institution's exposure to reputational risk:|competent authority consider internal external factor event might give rise reputational concern respect institution considering factor listed point relevant institution categpry institution competent authority consider following indicator assessment institution exposure reputational risk|7|Risk_ReputationImpact|48|0.9463402032852173|0.5754765868186951|L_2012150EN.01007801_1.json_p1_i55|L_2012150EN.01007801_1.json|The Commission considers that the price of SEK 17 million paid by FABV to Chips AB at the time of its purchase of the Facility does not constitute compelling evidence of the market value. The Commission has already explained in the opening decision that Chips AB accepted a price lower than the estimated market value of the Facility because it wanted to avoid damage to its corporate reputation deriving from the closure of the Facility and the job losses that would have followed, It also wished to avail itself of the opportunity of a quick sale to close the book on its Topp operations. A private market operator not having these constraints (which are specific to Chips AB) would have requested a higher price. For those reasons, the Commission does not deem it necessary to reply to the argument of Hammar (summarised in recital 27 of the present Decision), which moreover concerns a point which is not part of the formal investigation.
Final Report on Guidelines on common procedures and methodologies for SREP and supervisory stress testing.di.json_p117_i2|Final Report on Guidelines on common procedures and methodologies for SREP and supervisory stress testing.di.json|c. media campaigns and consumer-association initiatives that contribute to a deterioration in the public perception and reputation of the institution;|c medium campaign consumerassociation initiative contribute deterioration public perception reputation institution|6|Risk_ReputationImpact|39|0.950415849685669|0.5762991309165955|L_2005074EN.01004901_1.json_p1_i47|L_2005074EN.01004901_1.json|France contests the Commission’s grounds for initiating the formal investigation procedure. It states that the shock of the Erika oil pollution, and media coverage of its alleged or suspected consequences badly damaged the image of fisheries and aquaculture products; not a single sector or area escaped this effect.
Final Report on Guidelines on common procedures and methodologies for SREP and supervisory stress testing.di.json_p117_i2|Final Report on Guidelines on common procedures and methodologies for SREP and supervisory stress testing.di.json|c. media campaigns and consumer-association initiatives that contribute to a deterioration in the public perception and reputation of the institution;|c medium campaign consumerassociation initiative contribute deterioration public perception reputation institution|6|Risk_ReputationImpact|46|0.944586455821991|0.49995458126068115|L_2007295EN.01001201_1.json_p1_i13|L_2007295EN.01001201_1.json|The Wimbledon Tennis Finals have a general resonance in the UK as the pre-eminent UK tennis tournament of worldwide renown, commanding extensive media coverage. Moreover, the general resonance and distinct cultural importance of this event in the UK is due to the success of the UK participants in this competition.
Final Report on Guidelines on common procedures and methodologies for SREP and supervisory stress testing.di.json_p124_i5|Final Report on Guidelines on common procedures and methodologies for SREP and supervisory stress testing.di.json|c. the institution conducts stress testing or scenario analysis to assess any secondary effects of reputational risk (e.g. liquidity, funding costs, access to correspondent banking service, etc.);|c institution conduct stress testing scenario analysis assess secondary effect reputational risk eg liquidity funding cost access correspondent banking service etc|16|Risk_ReputationImpact|32|0.9535561800003052|0.5080850124359131|Final report on joint EBA and ESMA GL on the assessment of suitability.di.json_p90_i12|Final report on joint EBA and ESMA GL on the assessment of suitability.di.json|Several respondents suggest deleting 'allegation' that would make institutions vulnerable to false allegations by third parties and thus effectively increase reputational risk. They also evidence that allegations cannot be considered as sufficient in order to assess a member of the management body being in contravention on the basic principle of 'innocent until proven guilty'.
Final Report on Guidelines on common procedures and methodologies for SREP and supervisory stress testing.di.json_p124_i5|Final Report on Guidelines on common procedures and methodologies for SREP and supervisory stress testing.di.json|c. the institution conducts stress testing or scenario analysis to assess any secondary effects of reputational risk (e.g. liquidity, funding costs, access to correspondent banking service, etc.);|c institution conduct stress testing scenario analysis assess secondary effect reputational risk eg liquidity funding cost access correspondent banking service etc|16|Risk_ReputationImpact|39|0.9498609304428101|0.6904745697975159|L_2005074EN.01004901_1.json_p1_i47|L_2005074EN.01004901_1.json|France contests the Commission’s grounds for initiating the formal investigation procedure. It states that the shock of the Erika oil pollution, and media coverage of its alleged or suspected consequences badly damaged the image of fisheries and aquaculture products; not a single sector or area escaped this effect.
Final Report on Guidelines on common procedures and methodologies for SREP and supervisory stress testing.di.json_p184_i14|Final Report on Guidelines on common procedures and methodologies for SREP and supervisory stress testing.di.json|. There is non-material/very low risk from the institution's funding profile or its sustainability. . The risk posed by the stability of funding is not material. · Other drivers of funding risk (e.g. reputational risk, access to funding markets, etc.) are not material/very low.|nonmaterialvery low risk institution funding profile sustainability risk posed stability funding material driver funding risk eg reputational risk access funding market etc materialvery low|16|Risk_ReputationImpact|26|0.9466425776481628|0.8013429045677185|Final Report on Guidelines on common procedures and methodologies for SREP and supervisory stress testing.di.json_p184_i22|Final Report on Guidelines on common procedures and methodologies for SREP and supervisory stress testing.di.json|. The risk posed by the institution's funding profile and its sustainability is medium to high. . The risk posed by the stability of funding is medium to high. · Other drivers of funding risk (e.g. reputational risk, access to
Final Report on Guidelines on common procedures and methodologies for SREP and supervisory stress testing.di.json_p184_i14|Final Report on Guidelines on common procedures and methodologies for SREP and supervisory stress testing.di.json|. There is non-material/very low risk from the institution's funding profile or its sustainability. . The risk posed by the stability of funding is not material. · Other drivers of funding risk (e.g. reputational risk, access to funding markets, etc.) are not material/very low.|nonmaterialvery low risk institution funding profile sustainability risk posed stability funding material driver funding risk eg reputational risk access funding market etc materialvery low|16|Risk_ReputationImpact|27|0.9559666514396667|0.9800482988357544|Final Report on Guidelines on common procedures and methodologies for SREP and supervisory stress testing.di.json_p185_i5|Final Report on Guidelines on common procedures and methodologies for SREP and supervisory stress testing.di.json|. The risk posed by the institution's funding profile and its sustainability is high. . The risk posed by the stability of funding is high. · Other drivers of funding risk (e.g. reputational risk, access to funding markets, etc.) are high.
